premise	hypothesis	label
Pertsonek ordenagailuek baino lan hobea egiten dute josteko makinekin oihalaren lerrokadura doitzeari eta aldez aurretik egindako josketa- eta ebaketa-akatsak konpontzeari dagokionez.	Pertsonak ordenagailuak baino hobeak dira zenbait joste-lanetan.	0
Pertsonek ordenagailuek baino lan hobea egiten dute josteko makinekin oihalaren lerrokadura doitzeari eta aldez aurretik egindako josketa- eta ebaketa-akatsak konpontzeari dagokionez.	Ez dago ezer gizaki batek ordenagailu batek baino hobeki egiten duenik.	2
Haurrek bizilagunen ateak joko lituzkete.	Haurrak bizilagunen etxeetara joango lirateke.	0
Haurrek bizilagunen ateak joko lituzkete.	Haurrek ez lukete inoiz oinik ezarriko bizilagunen etxeetan.	2
Haurrek bizilagunen ateak joko lituzkete.	Haurrek seinale berezi bat erabiliz joko lituzkete bizilagunen ateak.	1
Konfederazioaren filosofia juridikoak arrakasta izan zuen, bai mamian, bai forman.	Arrakasta izan zuen arren, filosofia juridikoa moralki okerra zen.	1
Konfederazioaren filosofia juridikoak arrakasta izan zuen, bai mamian, bai forman.	Filosofia juridikoak porrot egin zuen.	2
Konfederazioaren filosofia juridikoak arrakasta izan zuen, bai mamian, bai forman.	Filosofia juridikoaren mamia eta forma hobetu egin ziren.	0
Ez zen posizio bikultural edo binazional bat, baizik eta kulturen arteko posizio bat, espazioan kokatze bat.	Mundu guztiak daki kultura bakarra zegoela.	2
Ez zen posizio bikultural edo binazional bat, baizik eta kulturen arteko posizio bat, espazioan kokatze bat.	Kulturek praktika eta tradizio komun batzuk partekatzen zituzten.	1
Ez zen posizio bikultural edo binazional bat, baizik eta kulturen arteko posizio bat, espazioan kokatze bat.	Bi kultura edo gehiago zeuden tartean, zein bere posizioarekin.	0
Gazteak konturatzen diren arren esfortzuak gaitasun baxua konpentsa dezakeela, neskek ondoriozta dezakete ez duela merezi halako ahalegin handia egitea matematika konplexua menderatzeko.	Neskei ez zaie matematika gustatzen.	1
Gazteak konturatzen diren arren esfortzuak gaitasun baxua konpentsa dezakeela, neskek ondoriozta dezakete ez duela merezi halako ahalegin handia egitea matematika konplexua menderatzeko.	Neskek uste dute matematika erraza dela.	2
Gazteak konturatzen diren arren esfortzuak gaitasun baxua konpentsa dezakeela, neskek ondoriozta dezakete ez duela merezi halako ahalegin handia egitea matematika konplexua menderatzeko.	Neskek uste dute matematika zaila dela.	0
C.P. Snowk bi kulturei buruz idatzi zuen, zientziaz eta humanitateez, inoiz elkarrekin nahasi gabe.	C.P. Snowk ez zuen inoiz idatzi zientziari eta humanitateei buruz.	2
C.P. Snowk bi kulturei buruz idatzi zuen, zientziaz eta humanitateez, inoiz elkarrekin nahasi gabe.	Bi kultura dira zientzia eta humanitateak.	0
C.P. Snowk bi kulturei buruz idatzi zuen, zientziaz eta humanitateez, inoiz elkarrekin nahasi gabe.	C.P. Snowk idatzi zuena okerra zen.	1
Hori nabarmenagoa da kolomadietan, zeinak Vincent Scullyk falange batean bildutako hopliteekin alderatu baititu.	Hori ez da hain nabarmena kolomadietan.	2
Hori nabarmenagoa da kolomadietan, zeinak Vincent Scullyk falange batean bildutako hopliteekin alderatu baititu.	Vincent Scully arkitekturan aditua da.	1
Hori nabarmenagoa da kolomadietan, zeinak Vincent Scullyk falange batean bildutako hopliteekin alderatu baititu.	Vincent Scullyk kolomadiei buruz hitz egin zuen.	0
Kontuan izan oso deskribapen sinple eta trinko batek jaso dituela orekarik gabeko sistemaren ezaugarri horiek eta lana atera daitekeela gas-sistema orekara lerratu ahala.	Oso zaila da azaltzen.	2
Kontuan izan oso deskribapen sinple eta trinko batek jaso dituela orekarik gabeko sistemaren ezaugarri horiek eta lana atera daitekeela gas-sistema orekara lerratu ahala.	Azalpena sinplea da.	0
Kontuan izan oso deskribapen sinple eta trinko batek jaso dituela orekarik gabeko sistemaren ezaugarri horiek eta lana atera daitekeela gas-sistema orekara lerratu ahala.	Zazpigarren mailari dagokion bezala irakur badezakezu, ulertuko duzu.	1
Izan ere, aurrerago ikusiko dugunez, biosferek beren dimentsioen batez besteko hazkunde jarraitua maximiza dezakete.	Biosferek ezin dute kontrolatu beren dimentsioen hazkundea.	2
Izan ere, aurrerago ikusiko dugunez, biosferek beren dimentsioen batez besteko hazkunde jarraitua maximiza dezakete.	Ez da erraza biosferen dimentsioak haztea.	1
Izan ere, aurrerago ikusiko dugunez, biosferek beren dimentsioen batez besteko hazkunde jarraitua maximiza dezakete.	Biosferen dimentsioak hazi egiten dira.	0
Patu komunaren zentzua ez da inon adierazten «Kol Jehudim eruvim ze bze» [Judu guztiek elkar zaintzen dute] lanean baino hobeto.	Juduek ez diote jendeari laguntzen.	2
Patu komunaren zentzua ez da inon adierazten «Kol Jehudim eruvim ze bze» [Judu guztiek elkar zaintzen dute] lanean baino hobeto.	Juduek elkar maite dute.	0
Patu komunaren zentzua ez da inon adierazten «Kol Jehudim eruvim ze bze» [Judu guztiek elkar zaintzen dute] lanean baino hobeto.	Juduek beren sinesmenak erakutsi nahi dizkiote jendeari.	1
Legearen araberako bizi-konpromiso eta -betebeharrek zentzu gutxi dute bakarrik dauden gizabanakoentzat, beren balioez eta beren beharrez arduratzen diren heinean.	Bizitzan badira nahitaez egin beharreko gauzak.	0
Legearen araberako bizi-konpromiso eta -betebeharrek zentzu gutxi dute bakarrik dauden gizabanakoentzat, beren balioez eta beren beharrez arduratzen diren heinean.	Bizitzan egiaz ez dago betebeharrik.	2
Legearen araberako bizi-konpromiso eta -betebeharrek zentzu gutxi dute bakarrik dauden gizabanakoentzat, beren balioez eta beren beharrez arduratzen diren heinean.	Jendeak oso gauza zailak egin behar ditu bizitzak merezi izateko.	1
Izenak, hala nola Neska Goibela.	Izenak, hala nola eroritako neska harena.	1
Izenak, hala nola Neska Goibela.	Izenak, hala nola neska zoriontsuarena.	2
Izenak, hala nola Neska Goibela.	Izenak, hala nola neska zoritxarrekoarena.	0
Intuizioz, ez dirudi Big Bangaz geroztik entitate bizigabe konplexuen planetarik sortu zenik espontaneoki.	Jainkoak unibertsoa sortu zuen.	1
Intuizioz, ez dirudi Big Bangaz geroztik entitate bizigabe konplexuen planetarik sortu zenik espontaneoki.	Badirudi entitate bizigabeak ez daudela hemen kasualitatez.	0
Intuizioz, ez dirudi Big Bangaz geroztik entitate bizigabe konplexuen planetarik sortu zenik espontaneoki.	Big Bangaren ondorioz, espontaneoki sortu ziren planetak.	2
Beraz, eremu guztiz berri batean sartzen ari gara.	Zerbait berria egiten ari gara.	0
Beraz, eremu guztiz berri batean sartzen ari gara.	Beti egin duguna egiten ari gara.	2
Beraz, eremu guztiz berri batean sartzen ari gara.	Produktu berri bat egiten ari gara.	1
Tratu-berdintasunaren printzipio orokorrak, landu dugun moduan, adierazpen-askatasuna mugatzearen inguruko eztabaida dakar berekin.	Denak ados daude adierazpen-askatasunarekin loturiko gaietan.	2
Tratu-berdintasunaren printzipio orokorrak, landu dugun moduan, adierazpen-askatasuna mugatzearen inguruko eztabaida dakar berekin.	Jendea beldur da jendaurrean agertzeko.	1
Tratu-berdintasunaren printzipio orokorrak, landu dugun moduan, adierazpen-askatasuna mugatzearen inguruko eztabaida dakar berekin.	Badago adierazpen-askatasunari buruzko eztabaida bat.	0
Hego-mendebaldera eta Mexikora joandako lehen bidaiari estatubatuarren argitalpenek espainiar-mexikarren berri ematen dute, ez bakarrik izugarrikeriaz, baizik eta pasio handiz.	Lehen estatubatuarrek espainiar-mexikarren irudi txarra eman zuten.	0
Hego-mendebaldera eta Mexikora joandako lehen bidaiari estatubatuarren argitalpenek espainiar-mexikarren berri ematen dute, ez bakarrik izugarrikeriaz, baizik eta pasio handiz.	Lehen estatubatuarrei ez zitzaizkien gustatzen espainiar-mexikarrak.	1
Hego-mendebaldera eta Mexikora joandako lehen bidaiari estatubatuarren argitalpenek espainiar-mexikarren berri ematen dute, ez bakarrik izugarrikeriaz, baizik eta pasio handiz.	Espainiar-mexikarrek egin zituzten gauza onez hitz egin zuten lehen estatubatuarrek.	2
Azkenik, klaustro bat, galeria bat eta dorre bat gehitu zituen.	Hiru gauza gehitu zituen.	0
Azkenik, klaustro bat, galeria bat eta dorre bat gehitu zituen.	Ez zuen inoiz ezer gehitu.	2
Azkenik, klaustro bat, galeria bat eta dorre bat gehitu zituen.	Lau gauza gehitzeko asmoa izan zuen.	1
Horrelaxe bizi gara gaur egun -dio Gehryk, antza-, zergatik ez gozatu?	Gehryri ez zaio zoriontasuna axola.	2
Horrelaxe bizi gara gaur egun -dio Gehryk, antza-, zergatik ez gozatu?	Gehry pertsona zoriontsua da.	1
Horrelaxe bizi gara gaur egun -dio Gehryk, antza-, zergatik ez gozatu?	Badirudi Gehryk esan nahi duela bizitzaz gozatzeko.	0
Nire adibiderik gogokoena igela eta euliarena da.	Igelak eta euliak ez didate axola.	2
Nire adibiderik gogokoena igela eta euliarena da.	Badut adibide kuttun bat.	0
Nire adibiderik gogokoena igela eta euliarena da.	Alegoriak gustatzen zaizkit.	1
Sistema osoaren energia gutxitu egingo litzateke dipoloek beren orientazioa aldatu eta lurreko energia-egoera batera edo bestera hurbilduko balira.	Dipoloak aldatuko balira, sistemaren energia kantitatea handituko litzateke.	2
Sistema osoaren energia gutxitu egingo litzateke dipoloek beren orientazioa aldatu eta lurreko energia-egoera batera edo bestera hurbilduko balira.	Dipoloek beren orientazioa alda dezakete.	0
Sistema osoaren energia gutxitu egingo litzateke dipoloek beren orientazioa aldatu eta lurreko energia-egoera batera edo bestera hurbilduko balira.	Energia behar da dipoloen orientazioa aldatzeko.	1
Horregatik da harrigarria janzkera eta dekorazioa harmonian ez egotea.	Ederra da ikustea ez dagoela harmoniarik janzkeraren eta dekorazioaren artean.	2
Horregatik da harrigarria janzkera eta dekorazioa harmonian ez egotea.	Ez da normala janzkera eta dekorazioa harmonian ez egotea.	0
Horregatik da harrigarria janzkera eta dekorazioa harmonian ez egotea.	Edertasun- eta ordena-sentipen bat sortzen da janzkera eta dekorazioa harmonian daudenean.	1
Godzilla lehen espezieetako ekobizilagunekin elkartzean hobeki egokitzen bada espezie horiek baino, espezie horiek haren nitxoan desagertu eta Godzillak hartuko du haien tokia.	Godzillak ahalmena du planetako beste espezie batzuk desagerrarazteko.	0
Godzilla lehen espezieetako ekobizilagunekin elkartzean hobeki egokitzen bada espezie horiek baino, espezie horiek haren nitxoan desagertu eta Godzillak hartuko du haien tokia.	Godzilla gai da ingurune askotara egokitzeko.	1
Godzilla lehen espezieetako ekobizilagunekin elkartzean hobeki egokitzen bada espezie horiek baino, espezie horiek haren nitxoan desagertu eta Godzillak hartuko du haien tokia.	Teknikoki ezinezkoa da espezie bat desagertzea.	2
Adobezko etxe eta eraikinek, bi eta lau oin bitarteko lodierako paretei esker, kanpoko zarataren kontrako segurtasun- eta babes-sentsazioa ematen dute.	Adobezko etxeak arriskutsuak ziren.	2
Adobezko etxe eta eraikinek, bi eta lau oin bitarteko lodierako paretei esker, kanpoko zarataren kontrako segurtasun- eta babes-sentsazioa ematen dute.	Amerikako natiboak adobezko etxeetan bizi ziren.	1
Adobezko etxe eta eraikinek, bi eta lau oin bitarteko lodierako paretei esker, kanpoko zarataren kontrako segurtasun- eta babes-sentsazioa ematen dute.	Jendea adobezko etxeetan bizi da.	0
Pachucak pachucoen neska-lagunak ziren, eta janzkera propioa ere bazuten.	Pachucek ez zituzten pachucoak ezagutzen.	2
Pachucak pachucoen neska-lagunak ziren, eta janzkera propioa ere bazuten.	Pachucek ezagutzen zituzten pachucoak.	0
Pachucak pachucoen neska-lagunak ziren, eta janzkera propioa ere bazuten.	Pachucek pachucoek baino arropa gehiago eramaten zuten.	1
Lego World-ek beste objektu batzuk eraikitzeko makina-erremintak eraiki ditzake, baita beste erreminta batzuk ere.	Lego World-ek paperean inprimatzeko marrazki bizidunetako pertsonaiak bakarrik sor ditzake.	2
Lego World-ek beste objektu batzuk eraikitzeko makina-erremintak eraiki ditzake, baita beste erreminta batzuk ere.	Lego World-ek badu ahalmena makina-erremintak eraikitzeko.	0
Lego World-ek beste objektu batzuk eraikitzeko makina-erremintak eraiki ditzake, baita beste erreminta batzuk ere.	Lego World-ek milaka milioi dolar irabazten ditu urtean.	1
Beraz, proteina mota asko dauden arren, benetan desberdinak diren proteina moten kopurua ehun milioi ingurukoa besterik ez da.	Badira benetan desberdinak diren milioi bat proteina baino gehiago.	0
Beraz, proteina mota asko dauden arren, benetan desberdinak diren proteina moten kopurua ehun milioi ingurukoa besterik ez da.	Unibertso osoan badira bi proteina mota.	2
Beraz, proteina mota asko dauden arren, benetan desberdinak diren proteina moten kopurua ehun milioi ingurukoa besterik ez da.	Oraindik proteina motak aurkitzen ari gara.	1
Erregimen kaotikoa zeharo desberdina da erregimen antolatuaren aldean.	Erregimen kaotikoa eta erregimen antolatua ezin dira bereizi; antzekoegiak dira.	2
Erregimen kaotikoa zeharo desberdina da erregimen antolatuaren aldean.	Erregimen antolatua gai da eraginkortasunez gauza gehiago egiteko.	1
Erregimen kaotikoa zeharo desberdina da erregimen antolatuaren aldean.	Alde izugarri handia dago bi erregimenen artean.	0
Tetraedroaren azalerak eta bolumenak aldatzen dituzten ertzetako biraketen balioen aldaketak geometriaren deformatzailetzat har daitezke, eta hainbat modutan deforma dezakete.	Tetraedroaren geometriako aldaketak software informatikoaren bidez bistaratu daitezke.	1
Tetraedroaren azalerak eta bolumenak aldatzen dituzten ertzetako biraketen balioen aldaketak geometriaren deformatzailetzat har daitezke, eta hainbat modutan deforma dezakete.	Tetraedroaren geometria ez da zurruna.	0
Tetraedroaren azalerak eta bolumenak aldatzen dituzten ertzetako biraketen balioen aldaketak geometriaren deformatzailetzat har daitezke, eta hainbat modutan deforma dezakete.	Tetraedroaren bolumena beti bera da.	2
1865eko apirilean ideia-ordena berri bat aldarrikatu zuen gizona hil ondoren, Estatu Batuak boterearekin obsesionatu ziren.	Maiatzean hil zuten.	2
1865eko apirilean ideia-ordena berri bat aldarrikatu zuen gizona hil ondoren, Estatu Batuak boterearekin obsesionatu ziren.	Errusiak hil zuen.	1
1865eko apirilean ideia-ordena berri bat aldarrikatu zuen gizona hil ondoren, Estatu Batuak boterearekin obsesionatu ziren.	Gizon bat hil zuten.	0
«Mexican Village» idazten jarraitu zuen; eleberri hartan, mexikarren herri-ohitura eta -tradizio asko bildu zituen.	Ez zekien askorik mexikarrei buruz.	2
«Mexican Village» idazten jarraitu zuen; eleberri hartan, mexikarren herri-ohitura eta -tradizio asko bildu zituen.	Mexikarra zen.	1
«Mexican Village» idazten jarraitu zuen; eleberri hartan, mexikarren herri-ohitura eta -tradizio asko bildu zituen.	«Mexican Village» idatzi zuen.	0
Hala, sareko objektuen aniztasuna handitu ahala, produktu eta zerbitzu berrietarako etorkizuneko nitxoen aniztasuna are bizkorrago handitzen da!	Sarean zenbat eta objektu gehiago izan, orduan eta zailagoa da merkatu-nitxoak edukitzea.	2
Hala, sareko objektuen aniztasuna handitu ahala, produktu eta zerbitzu berrietarako etorkizuneko nitxoen aniztasuna are bizkorrago handitzen da!	Asko izanez gero, baduzu aniztasunerako aukera bat.	0
Hala, sareko objektuen aniztasuna handitu ahala, produktu eta zerbitzu berrietarako etorkizuneko nitxoen aniztasuna are bizkorrago handitzen da!	Arropa soilez harago, galtzerdiak sal ditzakezu.	1
Estatubatuarrek berdintasunaz duten ikuspegiaren paradoxa hauxe da: berdintasun ekonomikoaren eta aberastasunaren diskriminazioaren inguruan dugun kezkari dagokionez Europako gizarteen atzetik goazen arren, munduan lehenak gara berdintasunezko pentsamenduari dagozkion beste arlo batzuetan.	Amerika Europako gizarteen aurretik dago berdintasun ekonomikoaren inguruko kezkari dagokionez.	2
Estatubatuarrek berdintasunaz duten ikuspegiaren paradoxa hauxe da: berdintasun ekonomikoaren eta aberastasunaren diskriminazioaren inguruan dugun kezkari dagokionez Europako gizarteen atzetik goazen arren, munduan lehenak gara berdintasunezko pentsamenduari dagozkion beste arlo batzuetan.	Europako gizarteak kezkatuta daude berdintasun ekonomikoarekin eta aberastasunaren diskriminazioarekin.	0
Estatubatuarrek berdintasunaz duten ikuspegiaren paradoxa hauxe da: berdintasun ekonomikoaren eta aberastasunaren diskriminazioaren inguruan dugun kezkari dagokionez Europako gizarteen atzetik goazen arren, munduan lehenak gara berdintasunezko pentsamenduari dagozkion beste arlo batzuetan.	Europako gizarteak munduko liderrak dira berdintasun ekonomikoaren inguruko kezkari dagokionez.	1
Eta adoretu ordez kritika egiten duten eta jokalariei porrota ahazten uzten ez dieten guraso eta entrenatzaileek antsietate handia eragiten diete gazte batzuei.	Entrenatzaileek ez diete uzten jokalariei porrota ahazten.	2
Eta adoretu ordez kritika egiten duten eta jokalariei porrota ahazten uzten ez dieten guraso eta entrenatzaileek antsietate handia eragiten diete gazte batzuei.	Entrenatzaileek ez liekete gaizki pasarazi behar atleta gazteei.	1
Eta adoretu ordez kritika egiten duten eta jokalariei porrota ahazten uzten ez dieten guraso eta entrenatzaileek antsietate handia eragiten diete gazte batzuei.	Entrenatzaile batzuek antsietatea eragiten dute.	0
Belar lehor, zuhaitz, zikinkeria, hauts, belatz, sagu eta abarren kolore-tonu desberdin samarrak ikusi genituen.	Kolore asko zeuden.	0
Belar lehor, zuhaitz, zikinkeria, hauts, belatz, sagu eta abarren kolore-tonu desberdin samarrak ikusi genituen.	Hainbat koloretako tonuak zeuden lurzoruan.	1
Belar lehor, zuhaitz, zikinkeria, hauts, belatz, sagu eta abarren kolore-tonu desberdin samarrak ikusi genituen.	Izugarria iruditu zitzaigun hainbeste kolore egotea.	2
Emakumeen soinekoetako zinta parpailadunek eta gizonen alkandoretako parpailek frantses areto bateko molduren eta apaindura arkitektonikoen arabesko eta edergarriak gogorarazten zituzten.	Emakumeen soinekoek oso zinta luzeak zituzten.	1
